init_domain,#TotalPALs,(#)InitPALsIncorrect,(#)PAsDropped,(#)PALsDropped_noObs,(#)FinalAvgPALsIncorrect,#TotalActions,(#)InitActionsIncorrect,(#)ActionsObserved,(#)CompleteActionsDropped,(#)FinalActionsIncorrect,InitAccuracy,FinalAccuracy,#UniqueQueriesAIA,Final#UniqueQueries,#ValidModels
domain_3_4,36,"(3) {('board', 'origin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(1) {('board', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('down', 'lift_at|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",4,"(3) {'depart', 'board', 'down'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(2.0) {('down', 'lift_at|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",0.9166666666666666,0.9444444444444444,30,1,1
domain_3_5,36,"(3) {('down', 'above|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>)}","(6) {('up', 'lift_at|1', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('up', 'above|1|0', <Location.EFFECTS: 2>)}",(0) set(),"(2.0) {('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>)}",4,"(3) {'depart', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(1) {'up'},"(2.0) {('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>)}",0.9166666666666666,0.9444444444444444,30,4,1
domain_4_0,36,"(4) {('depart', 'boarded|1', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}","(23) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('up', 'above|0|1', <Location.PRECOND: 1>)}",4,"(3) {'depart', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}","(3) {'depart', 'board', 'down'}","(1.0) {('up', 'above|0|1', <Location.PRECOND: 1>)}",0.8888888888888888,0.9722222222222222,30,14,1
domain_4_1,36,"(4) {('board', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}","(2) {('down', 'above|0|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('up', 'lift_at|1', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(2.0) {('up', 'lift_at|1', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>)}",0.8888888888888888,0.9444444444444444,30,2,1
domain_4_2,36,"(4) {('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('down', 'lift_at|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.PRECOND: 1>)}","(10) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('down', 'above|1|0', <Location.EFFECTS: 2>)}",4,"(2) {'board', 'down'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(1) {'board'},"(1.0) {('down', 'above|1|0', <Location.EFFECTS: 2>)}",0.8888888888888888,0.9722222222222222,30,6,1
domain_4_3,36,"(4) {('depart', 'boarded|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.PRECOND: 1>)}","(11) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('depart', 'origin|1|0', <Location.EFFECTS: 2>)}",4,"(3) {'depart', 'board', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(1) {'board'},"(1.0) {('depart', 'origin|1|0', <Location.EFFECTS: 2>)}",0.8888888888888888,0.9722222222222222,30,7,1
domain_4_4,36,"(4) {('down', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.PRECOND: 1>)}","(29) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('up', 'above|1|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),4,"(2) {'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}","(4) {'depart', 'board', 'down', 'up'}",(0.0) set(),0.8888888888888888,1.0,30,18,1
domain_4_5,36,"(4) {('down', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.PRECOND: 1>)}","(2) {('board', 'origin|1|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('down', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>)}",4,"(3) {'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(2.0) {('down', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>)}",0.8888888888888888,0.9444444444444444,30,2,1
domain_5_0,36,"(5) {('board', 'destin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.PRECOND: 1>)}",(0) set(),(0) set(),"(5.0) {('board', 'destin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.PRECOND: 1>)}",4,"(2) {'board', 'down'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(2.0) {('board', 'destin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.PRECOND: 1>)}",0.8611111111111112,0.8611111111111112,30,0,1
domain_5_1,36,"(5) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|1|0', <Location.EFFECTS: 2>)}","(24) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}","(3) {'depart', 'board', 'down'}",(0.0) set(),0.8611111111111112,1.0,30,15,1
domain_5_2,36,"(5) {('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(3) {('board', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('up', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(2.0) {('up', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",0.8611111111111112,0.9444444444444444,30,3,1
domain_5_3,36,"(5) {('board', 'served|1', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.EFFECTS: 2>), ('up', 'above|1|0', <Location.EFFECTS: 2>)}","(3) {('up', 'above|1|0', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('board', 'served|1', <Location.PRECOND: 1>)}",4,"(3) {'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(1.0) {('board', 'served|1', <Location.PRECOND: 1>)}",0.8611111111111112,0.9722222222222222,30,3,1
