init_domain,#TotalPALs,(#)InitPALsIncorrect,(#)PAsDropped,(#)PALsDropped_noObs,(#)FinalAvgPALsIncorrect,#TotalActions,(#)InitActionsIncorrect,(#)ActionsObserved,(#)CompleteActionsDropped,(#)FinalActionsIncorrect,InitAccuracy,FinalAccuracy,#UniqueQueriesAIA,Final#UniqueQueries,#ValidModels
domain_3_4,52,"(3) {('stack', 'holding|1', <Location.PRECOND: 1>), ('stack', 'holding|0', <Location.PRECOND: 1>), ('put-down', 'clear|0', <Location.PRECOND: 1>)}","(1) {('stack', 'holding|0', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('stack', 'holding|1', <Location.PRECOND: 1>), ('put-down', 'clear|0', <Location.PRECOND: 1>)}",4,"(2) {'stack', 'put-down'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(0) set(),"(2.0) {('stack', 'holding|1', <Location.PRECOND: 1>), ('put-down', 'clear|0', <Location.PRECOND: 1>)}",0.9423076923076923,0.9615384615384616,48,1,1
domain_3_5,52,"(3) {('unstack', 'holding|1', <Location.PRECOND: 1>), ('pick-up', 'ontable|0', <Location.EFFECTS: 2>), ('put-down', 'clear|0', <Location.EFFECTS: 2>)}","(2) {('put-down', 'clear|0', <Location.PRECOND: 1>), ('pick-up', 'ontable|0', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('unstack', 'holding|1', <Location.PRECOND: 1>)}",4,"(3) {'unstack', 'put-down', 'pick-up'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(0) set(),"(1.0) {('unstack', 'holding|1', <Location.PRECOND: 1>)}",0.9423076923076923,0.9807692307692307,48,2,1
domain_5_0,52,"(5) {('stack', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.EFFECTS: 2>), ('pick-up', 'ontable|0', <Location.PRECOND: 1>), ('pick-up', 'ontable|0', <Location.EFFECTS: 2>), ('unstack', 'handempty', <Location.PRECOND: 1>)}","(14) {('unstack', 'holding|1', <Location.EFFECTS: 2>), ('unstack', 'ontable|0', <Location.EFFECTS: 2>), ('unstack', 'clear|0', <Location.PRECOND: 1>), ('unstack', 'clear|1', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.EFFECTS: 2>), ('unstack', 'ontable|0', <Location.PRECOND: 1>), ('unstack', 'on|0|1', <Location.PRECOND: 1>), ('unstack', 'holding|1', <Location.PRECOND: 1>), ('unstack', 'on|1|0', <Location.EFFECTS: 2>), ('pick-up', 'ontable|0', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.PRECOND: 1>), ('unstack', 'on|1|0', <Location.PRECOND: 1>), ('unstack', 'holding|0', <Location.PRECOND: 1>), ('unstack', 'handempty', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('stack', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.EFFECTS: 2>)}",4,"(3) {'stack', 'pick-up', 'unstack'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(1) {'unstack'},"(1.0) {('stack', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.EFFECTS: 2>)}",0.9038461538461539,0.9615384615384616,48,10,1
domain_5_1,52,"(5) {('stack', 'holding|0', <Location.EFFECTS: 2>), ('stack', 'clear|0', <Location.PRECOND: 1>), ('put-down', 'handempty', <Location.PRECOND: 1>), ('unstack', 'on|1|0', <Location.EFFECTS: 2>), ('put-down', 'clear|0', <Location.PRECOND: 1>)}","(4) {('stack', 'holding|0', <Location.PRECOND: 1>), ('put-down', 'handempty', <Location.PRECOND: 1>), ('put-down', 'clear|0', <Location.PRECOND: 1>), ('stack', 'clear|0', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('unstack', 'on|1|0', <Location.EFFECTS: 2>)}",4,"(3) {'stack', 'put-down', 'unstack'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(0) set(),"(1.0) {('unstack', 'on|1|0', <Location.EFFECTS: 2>)}",0.9038461538461539,0.9807692307692307,48,4,1
domain_5_2,52,"(5) {('put-down', 'handempty', <Location.PRECOND: 1>), ('stack', 'clear|1', <Location.EFFECTS: 2>), ('put-down', 'holding|0', <Location.EFFECTS: 2>), ('pick-up', 'handempty', <Location.PRECOND: 1>), ('stack', 'handempty', <Location.PRECOND: 1>)}","(30) {('unstack', 'clear|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.EFFECTS: 2>), ('unstack', 'ontable|1', <Location.PRECOND: 1>), ('unstack', 'on|1|0', <Location.PRECOND: 1>), ('stack', 'holding|0', <Location.PRECOND: 1>), ('put-down', 'clear|0', <Location.PRECOND: 1>), ('unstack', 'handempty', <Location.PRECOND: 1>), ('stack', 'clear|1', <Location.PRECOND: 1>), ('stack', 'ontable|0', <Location.EFFECTS: 2>), ('unstack', 'clear|1', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.EFFECTS: 2>), ('stack', 'ontable|0', <Location.PRECOND: 1>), ('unstack', 'on|1|0', <Location.EFFECTS: 2>), ('stack', 'ontable|1', <Location.PRECOND: 1>), ('unstack', 'holding|1', <Location.PRECOND: 1>), ('unstack', 'holding|1', <Location.EFFECTS: 2>), ('unstack', 'ontable|0', <Location.EFFECTS: 2>), ('stack', 'ontable|1', <Location.EFFECTS: 2>), ('put-down', 'handempty', <Location.PRECOND: 1>), ('unstack', 'ontable|0', <Location.PRECOND: 1>), ('unstack', 'on|0|1', <Location.PRECOND: 1>), ('put-down', 'holding|0', <Location.PRECOND: 1>), ('stack', 'holding|1', <Location.PRECOND: 1>), ('stack', 'holding|1', <Location.EFFECTS: 2>), ('stack', 'clear|0', <Location.PRECOND: 1>), ('stack', 'on|0|1', <Location.PRECOND: 1>), ('put-down', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.PRECOND: 1>), ('unstack', 'holding|0', <Location.PRECOND: 1>), ('stack', 'handempty', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('pick-up', 'handempty', <Location.PRECOND: 1>)}",4,"(3) {'put-down', 'stack', 'pick-up'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}","(3) {'stack', 'put-down', 'unstack'}","(1.0) {('pick-up', 'handempty', <Location.PRECOND: 1>)}",0.9038461538461539,0.9807692307692307,48,22,1
domain_5_3,52,"(5) {('unstack', 'handempty', <Location.EFFECTS: 2>), ('unstack', 'clear|0', <Location.EFFECTS: 2>), ('unstack', 'on|0|1', <Location.EFFECTS: 2>), ('stack', 'on|1|0', <Location.PRECOND: 1>), ('unstack', 'holding|0', <Location.PRECOND: 1>)}","(3) {('unstack', 'on|0|1', <Location.PRECOND: 1>), ('unstack', 'clear|0', <Location.PRECOND: 1>), ('unstack', 'handempty', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('unstack', 'holding|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.PRECOND: 1>)}",4,"(2) {'unstack', 'stack'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(0) set(),"(2.0) {('unstack', 'holding|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.PRECOND: 1>)}",0.9038461538461539,0.9615384615384616,48,3,1
domain_5_4,52,"(5) {('unstack', 'holding|0', <Location.EFFECTS: 2>), ('unstack', 'holding|1', <Location.EFFECTS: 2>), ('put-down', 'handempty', <Location.PRECOND: 1>), ('stack', 'ontable|1', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.PRECOND: 1>)}","(3) {('unstack', 'holding|0', <Location.PRECOND: 1>), ('stack', 'ontable|1', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('unstack', 'holding|1', <Location.EFFECTS: 2>), ('put-down', 'handempty', <Location.PRECOND: 1>)}",4,"(3) {'unstack', 'stack', 'put-down'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(0) set(),"(2.0) {('unstack', 'holding|1', <Location.EFFECTS: 2>), ('put-down', 'handempty', <Location.PRECOND: 1>)}",0.9038461538461539,0.9615384615384616,48,3,1
domain_5_5,52,"(5) {('unstack', 'holding|0', <Location.EFFECTS: 2>), ('unstack', 'clear|0', <Location.PRECOND: 1>), ('put-down', 'clear|0', <Location.EFFECTS: 2>), ('stack', 'on|1|0', <Location.PRECOND: 1>), ('pick-up', 'clear|0', <Location.PRECOND: 1>)}","(2) {('unstack', 'holding|0', <Location.PRECOND: 1>), ('put-down', 'clear|0', <Location.PRECOND: 1>)}",(0) set(),"(3.0) {('stack', 'on|1|0', <Location.PRECOND: 1>), ('unstack', 'clear|0', <Location.PRECOND: 1>), ('pick-up', 'clear|0', <Location.PRECOND: 1>)}",4,"(4) {'unstack', 'stack', 'put-down', 'pick-up'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(0) set(),"(3.0) {('stack', 'on|1|0', <Location.PRECOND: 1>), ('unstack', 'clear|0', <Location.PRECOND: 1>), ('pick-up', 'clear|0', <Location.PRECOND: 1>)}",0.9038461538461539,0.9423076923076923,48,2,1
domain_7_0,52,"(7) {('put-down', 'handempty', <Location.PRECOND: 1>), ('stack', 'ontable|0', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.EFFECTS: 2>), ('pick-up', 'holding|0', <Location.EFFECTS: 2>), ('pick-up', 'handempty', <Location.EFFECTS: 2>), ('put-down', 'holding|0', <Location.EFFECTS: 2>), ('put-down', 'clear|0', <Location.PRECOND: 1>)}","(6) {('put-down', 'handempty', <Location.PRECOND: 1>), ('put-down', 'holding|0', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.PRECOND: 1>), ('pick-up', 'holding|0', <Location.PRECOND: 1>), ('pick-up', 'handempty', <Location.PRECOND: 1>), ('put-down', 'clear|0', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('stack', 'ontable|0', <Location.PRECOND: 1>)}",4,"(4) {'put-down', 'stack', 'pick-up', 'unstack'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(0) set(),"(1.0) {('stack', 'ontable|0', <Location.PRECOND: 1>)}",0.8653846153846154,0.9807692307692307,48,6,1
domain_7_1,52,"(7) {('stack', 'holding|1', <Location.EFFECTS: 2>), ('unstack', 'holding|0', <Location.EFFECTS: 2>), ('stack', 'ontable|1', <Location.EFFECTS: 2>), ('stack', 'on|1|0', <Location.EFFECTS: 2>), ('pick-up', 'ontable|0', <Location.PRECOND: 1>), ('pick-up', 'handempty', <Location.EFFECTS: 2>), ('unstack', 'holding|0', <Location.PRECOND: 1>)}","(18) {('stack', 'holding|1', <Location.EFFECTS: 2>), ('stack', 'ontable|0', <Location.EFFECTS: 2>), ('stack', 'clear|0', <Location.PRECOND: 1>), ('unstack', 'holding|0', <Location.PRECOND: 1>), ('stack', 'ontable|1', <Location.EFFECTS: 2>), ('stack', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'on|0|1', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.EFFECTS: 2>), ('pick-up', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'holding|0', <Location.PRECOND: 1>), ('stack', 'ontable|1', <Location.PRECOND: 1>), ('stack', 'handempty', <Location.PRECOND: 1>), ('pick-up', 'holding|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.PRECOND: 1>), ('stack', 'holding|1', <Location.PRECOND: 1>), ('pick-up', 'handempty', <Location.PRECOND: 1>), ('pick-up', 'clear|0', <Location.PRECOND: 1>), ('stack', 'clear|1', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),4,"(3) {'stack', 'pick-up', 'unstack'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}","(2) {'stack', 'pick-up'}",(0.0) set(),0.8653846153846154,1.0,48,14,1
domain_7_2,52,"(7) {('stack', 'handempty', <Location.EFFECTS: 2>), ('unstack', 'on|1|0', <Location.EFFECTS: 2>), ('pick-up', 'holding|0', <Location.EFFECTS: 2>), ('put-down', 'ontable|0', <Location.PRECOND: 1>), ('unstack', 'on|0|1', <Location.EFFECTS: 2>), ('pick-up', 'clear|0', <Location.EFFECTS: 2>), ('stack', 'handempty', <Location.PRECOND: 1>)}","(4) {('unstack', 'on|0|1', <Location.PRECOND: 1>), ('pick-up', 'holding|0', <Location.PRECOND: 1>), ('pick-up', 'clear|0', <Location.PRECOND: 1>), ('stack', 'handempty', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('put-down', 'ontable|0', <Location.PRECOND: 1>), ('unstack', 'on|1|0', <Location.EFFECTS: 2>)}",4,"(4) {'stack', 'put-down', 'pick-up', 'unstack'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(0) set(),"(2.0) {('put-down', 'ontable|0', <Location.PRECOND: 1>), ('unstack', 'on|1|0', <Location.EFFECTS: 2>)}",0.8653846153846154,0.9615384615384616,48,4,1
domain_7_3,52,"(7) {('unstack', 'ontable|1', <Location.EFFECTS: 2>), ('stack', 'on|1|0', <Location.EFFECTS: 2>), ('unstack', 'on|1|0', <Location.EFFECTS: 2>), ('pick-up', 'ontable|0', <Location.PRECOND: 1>), ('put-down', 'holding|0', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.PRECOND: 1>), ('stack', 'holding|0', <Location.PRECOND: 1>)}","(19) {('stack', 'holding|1', <Location.EFFECTS: 2>), ('stack', 'ontable|0', <Location.EFFECTS: 2>), ('stack', 'clear|0', <Location.PRECOND: 1>), ('stack', 'ontable|1', <Location.EFFECTS: 2>), ('put-down', 'handempty', <Location.PRECOND: 1>), ('stack', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'on|0|1', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.EFFECTS: 2>), ('pick-up', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'holding|1', <Location.PRECOND: 1>), ('put-down', 'holding|0', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.PRECOND: 1>), ('put-down', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'ontable|1', <Location.PRECOND: 1>), ('stack', 'handempty', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.PRECOND: 1>), ('stack', 'holding|0', <Location.PRECOND: 1>), ('put-down', 'clear|0', <Location.PRECOND: 1>), ('stack', 'clear|1', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('unstack', 'on|1|0', <Location.EFFECTS: 2>)}",4,"(4) {'unstack', 'stack', 'put-down', 'pick-up'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}","(2) {'put-down', 'stack'}","(1.0) {('unstack', 'on|1|0', <Location.EFFECTS: 2>)}",0.8653846153846154,0.9807692307692307,48,15,1
domain_7_4,52,"(7) {('stack', 'ontable|1', <Location.EFFECTS: 2>), ('stack', 'on|0|1', <Location.PRECOND: 1>), ('unstack', 'handempty', <Location.EFFECTS: 2>), ('stack', 'on|1|0', <Location.EFFECTS: 2>), ('unstack', 'clear|0', <Location.EFFECTS: 2>), ('stack', 'ontable|1', <Location.PRECOND: 1>), ('unstack', 'holding|0', <Location.PRECOND: 1>)}","(4) {('stack', 'on|0|1', <Location.PRECOND: 1>), ('stack', 'ontable|1', <Location.PRECOND: 1>), ('unstack', 'clear|0', <Location.PRECOND: 1>), ('unstack', 'handempty', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('unstack', 'holding|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.EFFECTS: 2>)}",4,"(2) {'stack', 'unstack'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(0) set(),"(2.0) {('unstack', 'holding|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.EFFECTS: 2>)}",0.8653846153846154,0.9615384615384616,48,4,1
domain_7_5,52,"(7) {('stack', 'clear|1', <Location.EFFECTS: 2>), ('unstack', 'clear|1', <Location.EFFECTS: 2>), ('pick-up', 'holding|0', <Location.EFFECTS: 2>), ('put-down', 'ontable|0', <Location.PRECOND: 1>), ('unstack', 'ontable|1', <Location.PRECOND: 1>), ('stack', 'holding|0', <Location.PRECOND: 1>), ('unstack', 'handempty', <Location.PRECOND: 1>)}","(16) {('stack', 'holding|1', <Location.EFFECTS: 2>), ('stack', 'ontable|0', <Location.EFFECTS: 2>), ('stack', 'clear|0', <Location.PRECOND: 1>), ('unstack', 'clear|1', <Location.PRECOND: 1>), ('stack', 'ontable|1', <Location.EFFECTS: 2>), ('stack', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'on|0|1', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.EFFECTS: 2>), ('stack', 'holding|0', <Location.PRECOND: 1>), ('put-down', 'ontable|0', <Location.PRECOND: 1>), ('stack', 'ontable|1', <Location.PRECOND: 1>), ('stack', 'handempty', <Location.PRECOND: 1>), ('pick-up', 'holding|0', <Location.PRECOND: 1>), ('stack', 'on|1|0', <Location.PRECOND: 1>), ('stack', 'holding|1', <Location.PRECOND: 1>), ('stack', 'clear|1', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('unstack', 'ontable|1', <Location.PRECOND: 1>), ('unstack', 'handempty', <Location.PRECOND: 1>)}",4,"(4) {'stack', 'put-down', 'pick-up', 'unstack'}","(4) {<Action 'put-down' at 0x7fe20d787208>, <Action 'pick-up' at 0x7fe20d787da0>, <Action 'stack' at 0x7fe20d787908>, <Action 'unstack' at 0x7fe20d787be0>}",(1) {'stack'},"(1.0) {('unstack', 'ontable|1', <Location.PRECOND: 1>), ('unstack', 'handempty', <Location.PRECOND: 1>)}",0.8653846153846154,0.9615384615384616,48,12,1
