init_domain,#TotalPALs,(#)InitPALsIncorrect,(#)PAsDropped,(#)PALsDropped_noObs,(#)FinalAvgPALsIncorrect,#TotalActions,(#)InitActionsIncorrect,(#)ActionsObserved,(#)CompleteActionsDropped,(#)FinalActionsIncorrect,InitAccuracy,FinalAccuracy,#UniqueQueriesAIA,Final#UniqueQueries,#ValidModels
domain_3_3,20,"(3) {('move', 'at_robby|0', <Location.EFFECTS: 2>), ('pick', 'carry|0|2', <Location.EFFECTS: 2>), ('drop', 'at|0|1', <Location.EFFECTS: 2>)}","(3) {('move', 'at_robby|0', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),(0.0) set(),0.85,1.0,17,3,1
domain_3_4,20,"(3) {('move', 'at_robby|1', <Location.EFFECTS: 2>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}","(2) {('move', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('drop', 'carry|0|2', <Location.PRECOND: 1>)}",3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),"(1.0) {('drop', 'carry|0|2', <Location.PRECOND: 1>)}",0.85,0.95,17,2,1
domain_3_5,20,"(3) {('move', 'at_robby|0', <Location.EFFECTS: 2>), ('drop', 'free|2', <Location.EFFECTS: 2>), ('drop', 'at|0|1', <Location.EFFECTS: 2>)}","(9) {('move', 'at_robby|0', <Location.PRECOND: 1>), ('pick', 'free|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.EFFECTS: 2>), ('drop', 'free|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),3,"(2) {'drop', 'move'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}","(2) {'move', 'pick'}",(0.0) set(),0.85,1.0,17,8,1
domain_4_0,20,"(4) {('move', 'at_robby|0', <Location.EFFECTS: 2>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.EFFECTS: 2>), ('pick', 'at_robby|1', <Location.EFFECTS: 2>)}","(4) {('drop', 'at_robby|1', <Location.PRECOND: 1>), ('move', 'at_robby|0', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),(0.0) set(),0.8,1.0,17,4,1
domain_4_1,20,"(4) {('pick', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.EFFECTS: 2>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}","(12) {('move', 'at_robby|0', <Location.PRECOND: 1>), ('pick', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.EFFECTS: 2>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.EFFECTS: 2>), ('drop', 'free|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),3,"(2) {'drop', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}","(3) {'drop', 'move', 'pick'}",(0.0) set(),0.8,1.0,17,10,1
domain_4_2,20,"(4) {('drop', 'at_robby|1', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.EFFECTS: 2>), ('pick', 'at|0|1', <Location.EFFECTS: 2>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}","(8) {('drop', 'carry|0|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.EFFECTS: 2>), ('drop', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'free|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(1) {'drop'},(0.0) set(),0.8,1.0,17,7,1
domain_4_3,20,"(4) {('drop', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.EFFECTS: 2>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>)}","(7) {('pick', 'free|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.EFFECTS: 2>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('drop', 'at|0|1', <Location.PRECOND: 1>)}",3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(1) {'pick'},"(1.0) {('drop', 'at|0|1', <Location.PRECOND: 1>)}",0.8,0.95,17,6,1
domain_4_4,20,"(4) {('drop', 'free|2', <Location.EFFECTS: 2>), ('pick', 'at|0|1', <Location.EFFECTS: 2>), ('pick', 'carry|0|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>)}","(2) {('drop', 'free|2', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('pick', 'carry|0|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>)}",3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),"(2.0) {('pick', 'carry|0|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>)}",0.8,0.9,17,2,1
domain_4_5,20,"(4) {('drop', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'free|2', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.EFFECTS: 2>)}","(7) {('pick', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.EFFECTS: 2>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'free|2', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('pick', 'at|0|1', <Location.PRECOND: 1>)}",3,"(2) {'drop', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(1) {'drop'},"(1.0) {('pick', 'at|0|1', <Location.PRECOND: 1>)}",0.8,0.95,17,6,1
domain_5_0,20,"(5) {('drop', 'carry|0|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.EFFECTS: 2>), ('pick', 'free|2', <Location.EFFECTS: 2>), ('drop', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.EFFECTS: 2>)}","(3) {('pick', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('drop', 'free|2', <Location.PRECOND: 1>)}",3,"(2) {'drop', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),"(1.0) {('drop', 'free|2', <Location.PRECOND: 1>)}",0.75,0.95,17,3,1
domain_5_1,20,"(5) {('pick', 'free|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'free|2', <Location.EFFECTS: 2>), ('pick', 'at|0|1', <Location.PRECOND: 1>)}","(10) {('pick', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.EFFECTS: 2>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.EFFECTS: 2>), ('drop', 'free|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('move', 'at_robby|1', <Location.PRECOND: 1>)}",3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}","(2) {'drop', 'pick'}","(1.0) {('move', 'at_robby|1', <Location.PRECOND: 1>)}",0.75,0.95,17,8,1
domain_5_2,20,"(5) {('move', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.EFFECTS: 2>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.EFFECTS: 2>), ('drop', 'carry|0|2', <Location.EFFECTS: 2>)}","(11) {('pick', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.EFFECTS: 2>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.EFFECTS: 2>), ('drop', 'free|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}","(2) {'drop', 'pick'}",(0.0) set(),0.75,1.0,17,9,1
domain_5_3,20,"(5) {('move', 'at_robby|0', <Location.EFFECTS: 2>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'free|2', <Location.EFFECTS: 2>), ('move', 'at_robby|1', <Location.EFFECTS: 2>), ('pick', 'at_robby|1', <Location.EFFECTS: 2>)}","(4) {('drop', 'free|2', <Location.PRECOND: 1>), ('move', 'at_robby|0', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('drop', 'at_robby|1', <Location.PRECOND: 1>)}",3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),"(1.0) {('drop', 'at_robby|1', <Location.PRECOND: 1>)}",0.75,0.95,17,4,1
domain_5_4,20,"(5) {('pick', 'free|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.EFFECTS: 2>), ('pick', 'at|0|1', <Location.EFFECTS: 2>), ('drop', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.EFFECTS: 2>)}","(4) {('pick', 'at|0|1', <Location.PRECOND: 1>), ('pick', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('drop', 'free|2', <Location.PRECOND: 1>)}",3,"(2) {'drop', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),"(1.0) {('drop', 'free|2', <Location.PRECOND: 1>)}",0.75,0.95,17,4,1
domain_5_5,20,"(5) {('move', 'at_robby|0', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('move', 'at_robby|0', <Location.EFFECTS: 2>), ('drop', 'carry|0|2', <Location.EFFECTS: 2>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}","(4) {('move', 'at_robby|0', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),(0.0) set(),0.75,1.0,17,4,1
domain_6_0,20,"(6) {('pick', 'free|2', <Location.PRECOND: 1>), ('move', 'at_robby|0', <Location.EFFECTS: 2>), ('drop', 'at_robby|1', <Location.EFFECTS: 2>), ('drop', 'at|0|1', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.EFFECTS: 2>)}","(6) {('move', 'at_robby|0', <Location.PRECOND: 1>), ('pick', 'free|2', <Location.PRECOND: 1>), ('drop', 'carry|0|2', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),(0.0) set(),0.7,1.0,17,6,1
domain_6_1,20,"(6) {('pick', 'at|0|1', <Location.EFFECTS: 2>), ('drop', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'free|2', <Location.EFFECTS: 2>), ('pick', 'at_robby|1', <Location.EFFECTS: 2>), ('drop', 'free|2', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.EFFECTS: 2>)}","(4) {('drop', 'free|2', <Location.PRECOND: 1>), ('pick', 'at_robby|1', <Location.PRECOND: 1>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>)}",(0) set(),(0.0) set(),3,"(2) {'drop', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),(0.0) set(),0.7,1.0,17,4,1
domain_6_2,20,"(6) {('pick', 'free|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('move', 'at_robby|0', <Location.EFFECTS: 2>), ('pick', 'free|2', <Location.EFFECTS: 2>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.EFFECTS: 2>)}","(4) {('move', 'at_robby|0', <Location.PRECOND: 1>), ('pick', 'free|2', <Location.PRECOND: 1>), ('move', 'at_robby|1', <Location.PRECOND: 1>), ('drop', 'at|0|1', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('pick', 'at|0|1', <Location.PRECOND: 1>)}",3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),"(1.0) {('pick', 'at|0|1', <Location.PRECOND: 1>)}",0.7,0.95,17,4,1
domain_6_3,20,"(6) {('move', 'at_robby|0', <Location.PRECOND: 1>), ('pick', 'free|2', <Location.EFFECTS: 2>), ('drop', 'free|2', <Location.EFFECTS: 2>), ('pick', 'at|0|1', <Location.PRECOND: 1>), ('drop', 'free|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}","(4) {('drop', 'free|2', <Location.PRECOND: 1>), ('move', 'at_robby|0', <Location.PRECOND: 1>), ('pick', 'free|2', <Location.PRECOND: 1>), ('pick', 'carry|0|2', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('pick', 'at|0|1', <Location.PRECOND: 1>)}",3,"(3) {'drop', 'move', 'pick'}","(3) {<Action 'move' at 0x7f1f1d883a20>, <Action 'drop' at 0x7f1f1db47048>, <Action 'pick' at 0x7f1f1d883470>}",(0) set(),"(1.0) {('pick', 'at|0|1', <Location.PRECOND: 1>)}",0.7,0.95,17,4,1
